person_tmdbId,bio,born,bornIn,died,person_imdbId,name,person_poster,person_url
10127,"Jonathan Vincent ""Jon"" Voight is an American actor.  He has received an Academy Award, out of four nominations, and three Golden Globe Awards, out of nine nominations. 

Voight came to prominence in the late 1960s with his performance as a would-be gigolo in Midnight Cowboy (1969)...",1938-12-29,"Yonkers, New York, USA",,685,Jon Voight,https://image.tmdb.org/t/p/w440_and_h660_face/h5jKQHLRQqqgvsfCXgxxtywx7UQ.jpg,https://themoviedb.org/person/10127
10130,"An American character actress, perhaps best known for appearing in Daft Punk's music-video for their song Da Funk...",1970-10-02,,,446070,Catherine Kellner,https://image.tmdb.org/t/p/w440_and_h660_face/uBCxiv5z4Y3o7600GffU8BdPROu.jpg,https://themoviedb.org/person/10130
10205,"Sigourney Weaver (born October 8, 1949) is an American actress best known for her role as Ellen Ripley in the Alien film series, a role for which she has received worldwide recognition.  Other notable roles include the Ghostbusters films, Gorillas in the Mist, The Ice Storm, Working Girl, Death and the Maiden, Prayers for Bobby and Avatar...",1949-10-08,"Manhattan, New York City, New York, USA",,244,Sigourney Weaver,https://image.tmdb.org/t/p/w440_and_h660_face/flfhep27iBxseZIlxOMHt6zJFX1.jpg,https://themoviedb.org/person/10205
10296,,,,,325533,Michael Goldenberg,,https://themoviedb.org/person/10296
10360,"From Wikipedia, the free encyclopedia.   Robert Prosky (December 13, 1930 — December 8, 2008) was an American stage, film, and television actor. 

Description above from the Wikipedia article Robert Prosky, licensed under CC-BY-SA, full list of contributors on Wikipedia...",1930-12-13,"Philadelphia, Pennsylvania, USA",2008-12-08,698764,Robert Prosky,https://image.tmdb.org/t/p/w440_and_h660_face/yV95RE8UGyN8rZYF9W4fOGaAV6U.jpg,https://themoviedb.org/person/10360
10361,"Raymond J.  Barry (born March 14, 1939) is an American film, television and stage actor...",1939-03-14,"Hempstead, Long Island, New York, USA",,855,Raymond J. Barry,https://image.tmdb.org/t/p/w440_and_h660_face/gDAchPBmFMKtUsqgHfzn3mX6SEM.jpg,https://themoviedb.org/person/10361
10431,"Jennifer Jason Leigh began acting on television during the 1970s, guest-starring on several television shows, and her film breakthrough came in 1982 for her performance as Stacy Hamilton in Fast Times at Ridgemont High.  In 2015, she received widespread critical acclaim for performance as  Daisy Domergue in Quentin Tarantino's The Hateful Eight, for which she was nominated for the Golden Globe, Critics' Choice, BAFTA and the Academy Award for Best Supporting Actress...",1962-02-05,"Hollywood, Los Angeles, California, USA",,492,Jennifer Jason Leigh,https://image.tmdb.org/t/p/w440_and_h660_face/7CpqvYVCI6Sq07zgQYxHRydevpk.jpg,https://themoviedb.org/person/10431
10477,"George Dzundza (born July 19, 1945) is an American television and film actor...",1945-07-19,"Rosenheim, Germany",,1169,George Dzundza,https://image.tmdb.org/t/p/w440_and_h660_face/z0BI9G0Q617p02dV7q027uuWPD3.jpg,https://themoviedb.org/person/10477
10695,"Izabella Scorupco was born to Lech and Magdalena Skorupko in Białystok, Poland, in 1970.  When she was one year old, her parents separated, and she remained with her mother.  In 1978, they moved to Bredäng in Stockholm, Sweden, where Scorupco learned to speak Swedish, English and French. 

In the late 1980s, Scorupco travelled throughout Europe working as a model, and appeared on the cover of Vogue...",1970-06-04,"Białystok, Poland",,1713,Izabella Scorupco,https://image.tmdb.org/t/p/w440_and_h660_face/Av7fykzXL701au42sTbhufHpwwv.jpg,https://themoviedb.org/person/10695
10696,"A Dutch actress, director, screenwriter, and former fashion model.  She is known for playing the villainous Bond girl Xenia Onatopp in GoldenEye (1995), Jean Grey/Phoenix in the X-Men film series (2000–2013), and Lenore Mills in Taken (2008), and its sequel, Taken 2 (2012).  In 2008, she was appointed a Goodwill Ambassador for Integrity by United Nations.  She made her directorial debut with Bringing Up Bobby in 2011...",1964-11-05,"Amstelveen, Noord-Holland, Netherlands",,463,Famke Janssen,https://image.tmdb.org/t/p/w440_and_h660_face/bdbGX6ac0FHuboQKpV1xdwkqOpB.jpg,https://themoviedb.org/person/10696
10702,Martin Campbell is a New Zealand TV and film director...,1943-10-24,"Hastings, New Zealand",,132709,Martin Campbell,https://image.tmdb.org/t/p/w440_and_h660_face/vPT3FJrBE35yRpbbkLWQthhEDcr.jpg,https://themoviedb.org/person/10702
10726,"James Edward Fleet (born 11 March 1952) is an English actor.  He is most famous for his roles as the bumbling and well-meaning Tom in the 1994 British romantic comedy film Four Weddings and a Funeral, and the dim-witted Hugo Horton in the BBC situation comedy television series The Vicar of Dibley...",1952-03-11,"Bilston, Staffordshire, England, UK",,281424,James Fleet,https://image.tmdb.org/t/p/w440_and_h660_face/4aG8nTReLO0GhDCSoV4CtXejeYD.jpg,https://themoviedb.org/person/10726
10774,"Anne Bancroft (born Anna Maria Louisa Italiano; September 17, 1931 – June 6, 2005) was an American actress, director, screenwriter, and singer associated with the method acting school, having studied under Lee Strasberg.  Respected for her acting prowess and versatility, Bancroft was acknowledged for her work in film, theatre, and television.  She won one Academy Award, three BAFTA Awards, two Golden Globes, two Tony Awards, and two Emmy Awards, and several other awards and nominations...",1931-09-17,"Bronx, New York, USA",2005-06-06,843,Anne Bancroft,https://image.tmdb.org/t/p/w440_and_h660_face/ydabiabIsMBe2HsNmx43gBpqzxx.jpg,https://themoviedb.org/person/10774
10777,"From Wikipedia, the free encyclopedia

Maria Grazia Cucinotta (born 27 July 1968) is an Italian actress who has featured in films and television series since 1990.  She also worked as a film producer, screenwriter and model.  Internationally she is best known for her roles in Il Postino and as the Bond girl, credited as the Cigar Girl, in the James Bond film The World Is Not Enough...",1968-07-27,"Messina, Sicily, Italy",,2029,Maria Grazia Cucinotta,https://image.tmdb.org/t/p/w440_and_h660_face/ezxT803bVCF5nXA30OZQ6KuGydn.jpg,https://themoviedb.org/person/10777
10814,"Wesley Trent Snipes (born July 31, 1962) is an American actor, film producer, and martial artist.  He has starred in numerous action-adventures, thrillers, and dramatic feature films and is well-known for his role as Blade in the Blade trilogy.  Snipes formed a production company titled Amen-Ra Films in 1991 and a subsidiary, Black Dot Media, to develop projects for film and television...",1962-07-31,"Orlando, Florida, USA",,648,Wesley Snipes,https://image.tmdb.org/t/p/w440_and_h660_face/uBhM3TshYvRhOewXAimtxci9bQo.jpg,https://themoviedb.org/person/10814
11148,"Joan Allen (born August 20, 1956) is an American actress.  She worked in theatre, television and film during her early career, and achieved recognition for her Broadway debut in Burn This, winning a Tony Award for Best Performance by a Leading Actress in a Play in 1989. 

She has received three Academy Award nominations; she was nominated for Best Supporting Actress for Nixon (1995) and The Crucible (1996), and for Best Actress for The Contender (2000)...",1956-08-20,"Rochelle, Illinois, USA",,260,Joan Allen,https://image.tmdb.org/t/p/w440_and_h660_face/4VGlW2lHwTfmV7PX01gGPK5XaSz.jpg,https://themoviedb.org/person/11148
11181,"Kenneth Charles Branagh (born December 10, 1960) is a Northern Irish-born English actor and film director.  He is best known for directing and starring in several film adaptations of William Shakespeare's plays, but has also appeared in a number of films and television series...",1960-12-10,"Belfast, Northern Ireland, UK",,110,Kenneth Branagh,https://image.tmdb.org/t/p/w440_and_h660_face/3BJ5izFVhPioT8BtYmAhugQThCS.jpg,https://themoviedb.org/person/11181
11207,"Thewlis had a minor role in an episode of the 1980s sitcom Up the Elephant and Round the Castle.  He also appeared in an episode of popular sitcom Only Fools and Horses (1985) as a friend of Rodney.  His first professional role was in the play Buddy Holly at the Regal in Greenwich. 

Thewlis's breakout role was Naked (1993; dir...",1963-03-20,"Blackpool, Lancashire, England, UK",,667,David Thewlis,https://image.tmdb.org/t/p/w440_and_h660_face/sNuYyT8ocLlQr3TdAW9CoKVbCU8.jpg,https://themoviedb.org/person/11207
11315,"From Wikipedia, the free encyclopedia. 

Noah Nicholas Emmerich (height 6' 3"" (1,91 m) born February 27, 1965) is an American film actor who first broke out in the film Beautiful Girls.  He was later seen in movies like The Truman Show, Cop Land, Frequency, Love &amp; Sex, Windtalkers, Miracle, and Little Children...",1965-02-27,New York City - New York - USA,,1187,Noah Emmerich,https://image.tmdb.org/t/p/w440_and_h660_face/uhMuM8QhLqWoQVZBgUBM9QSitcK.jpg,https://themoviedb.org/person/11315
11398,"Cary-Hiroyuki Tagawa (born September 27, 1950) is a Japanese American actor. 

In addition to his extensive film work, he has appeared on television in Star Trek: The Next Generation - ""Encounter at Farpoint"" (1987), Thunder in Paradise (1995), Nash Bridges (1996), Baywatch: Hawaiian Wedding (2003), and Heroes (2007).  He also provided the voice of Sin Tzu for the video game Batman: Rise of Sin Tzu.  He played the part of Earth Alliance security officer Morishi in Babylon 5 - ""Convictions""...",1950-09-27,"Tokyo, Japan",,846480,Cary-Hiroyuki Tagawa,https://image.tmdb.org/t/p/w440_and_h660_face/zxKQN4pDpqgVyhJ0td6WqY4mGsv.jpg,https://themoviedb.org/person/11398
11401,"John Woo Yu-Sen SBS is a Hong Kong film director and producer.   Recognized for his stylised films of highly choreographed action sequences, Mexican standoffs, and use of slow-motion, Woo has directed several notable Hong Kong action films, among them, A Better Tomorrow, The Killer, Hard Boiled and Red Cliff.   His Hollywood films include Hard Target, Broken Arrow, Face/Off and Mission: Impossible 2.  He also created the comic series Seven Brothers, published by Virgin Comics...",1946-09-22,"Guangzhou, China",,247,John Woo,https://image.tmdb.org/t/p/w440_and_h660_face/SOFK6i5RqXjhkK0lMXR3tKnime.jpg,https://themoviedb.org/person/11401
11447,"From Wikipedia, the free encyclopedia. 

Albert Hughes and Allen Hughes (born April 1, 1972), known together professionally as the Hughes brothers, are American film directors, producers and screenwriters.  The pair, who are twins, are known for co-directing such visceral, and often violent, movies as Menace II Society, From Hell and The Book of Eli...",1972-04-01,"Detroit, Michigan, USA",,400436,Albert Hughes,,https://themoviedb.org/person/11447
11448,"Albert Hughes and Allen Hughes (born April 1, 1972), known together professionally as the Hughes brothers, are American film directors, producers and screenwriters.  The pair, who are twins, are known for co-directing such visceral, and often violent, movies as Menace II Society, From Hell and The Book of Eli...",1972-04-01,"Detroit, Michigan, USA",,400441, Allen Hughes,https://image.tmdb.org/t/p/w440_and_h660_face/cenYyg8GR89817xnAHU6hNiFZ2x.jpg,https://themoviedb.org/person/11448
11902,"From Wikipedia, the free encyclopedia.  Robin Bartlett (born April 22, 1951) is an American actress.  She was born in England, but was raised in Switzerland. 

She was formerly married to the actor Alan Rosenberg. 

She appeared in the short-lived series The Powers That Be and had a recurring role as Debbie Buchman (the sister of Paul Reiser's character) in the series Mad About You. 

She has played a teacher at least twice – as Mrs.  Elliott in 1989's Lean on Me, then again as French teacher Mrs...",1951-04-22,"New York City, New York, U.S.",,862,Robin Bartlett,https://image.tmdb.org/t/p/w440_and_h660_face/FUF2kg7Rn2C34TMo3YQjgGqhFo.jpg,https://themoviedb.org/person/11902
12047,,1964-08-14,"Altoona, Pennsylvania, USA",,1825,Andrew Kevin Walker,https://image.tmdb.org/t/p/w440_and_h660_face/kgMKoXmY8AiyHWpQInKoRInU10V.jpg,https://themoviedb.org/person/12047
12054,,1951-07-19,"Tegucigalpa, Honduras",,669254,Daniel Zacapa,https://image.tmdb.org/t/p/w440_and_h660_face/oiqkan5Gflsf8wKd6Zn9YHk2I0Y.jpg,https://themoviedb.org/person/12054
12077,"Jim Cummings (born November 3, 1952) is an American voice actor who has appeared in almost 100 roles...",1952-11-03,"Youngstown, Ohio, USA",,191906,Jim Cummings,https://image.tmdb.org/t/p/w440_and_h660_face/c0sQPRCM5Ri3F4gVyxPr4AcPmIq.jpg,https://themoviedb.org/person/12077
12688,"Peter MacNicol (born April 10, 1954) is an American actor. 

In film he is best known for Ghostbusters II and Sophie's Choice.  For television he is best known for Ally McBeal, 24, Chicago Hope, and Numbers...",1954-04-10,"Dallas, Texas, USA",,1493,Peter MacNicol,https://image.tmdb.org/t/p/w440_and_h660_face/xo09hN0cqYh1V7z986yFOTdaKhU.jpg,https://themoviedb.org/person/12688
12840,"From Wikipedia, the free encyclopedia. 

John MacDonald Badham is an English-born American director of film and television, best known for the films Saturday Night Fever (1977), Blue Thunder (1983), WarGames (1983), Short Circuit (1986), and Stakeout (1987). 

Badham worked in television for years, before his breakthrough in 1977 with Saturday Night Fever, a massive worldwide hit starring John Travolta...",1939-08-25,"Luton, Bedfordshire, England, UK",,824,John Badham,https://image.tmdb.org/t/p/w440_and_h660_face/hh0EssedcgUOICkZywbVuwVOJO4.jpg,https://themoviedb.org/person/12840
12898,"Tim Allen (born Timothy Allen Dick; June 13, 1953) is an American comedian, actor, voice-over artist, and entertainer, known for his role in the sitcom Home Improvement.  He is also known for his film roles in several popular movies, including the Toy Story series, The Santa Clause series, and Galaxy Quest...",1953-06-13,"Denver, Colorado, USA",,741,Tim Allen,https://image.tmdb.org/t/p/w440_and_h660_face/6qlDjidQSKNcJFHzTXh0gQS83ub.jpg,https://themoviedb.org/person/12898
12899,"James Albert ""Jim"" Varney, Jr.  (June 15, 1949 – February 10, 2000) was an American actor, voice artist, and comedian, best known for his role as Ernest P.  Worrell, who was used in numerous television commercial campaigns and movies in the following years, giving Varney fame nationally in the United States...",1949-06-15,,2000-02-10,1815,Jim Varney,https://image.tmdb.org/t/p/w440_and_h660_face/j2De8KaACIbi4IX8WfUZGmCW1k2.jpg,https://themoviedb.org/person/12899
12929,"From Wikipedia, the free encyclopedia.   

Roseann ""Rosie"" O'Donnell (born March 21, 1962) is an American stand-up comedienne, actress, singer, lesbian, author and media personality.  She has also been a magazine editor and continues to be a celebrity blogger, LGBT rights activist, television producer and collaborative partner in the LGBT family vacation company R Family Vacations...",1962-03-21,"Commack, Long Island, New York, USA",,5280,Rosie O'Donnell,https://image.tmdb.org/t/p/w440_and_h660_face/bfeIiPngsbLU7zK8sS18l3Pz3KR.jpg,https://themoviedb.org/person/12929
12952,,1946-01-26,,,358960,Christopher Hampton,,https://themoviedb.org/person/12952
12957,,1928-06-19,"Buffalo, New York, USA",2000-06-18,545408,Nancy Marchand,https://image.tmdb.org/t/p/w440_and_h660_face/pIpv6wtSo5gP3cM90ivq0vqlJsi.jpg,https://themoviedb.org/person/12957
12974,"Leon Preston Robinson IV (usually credited as simply ""Leon"") is an American actor and singer, who began his professional career as an actor in 1981...",1962-03-08,"New York City, New York, USA",,502442,Leon,https://image.tmdb.org/t/p/w440_and_h660_face/uhLVZV2rH0nnXwQKtsIT0qGsTyg.jpg,https://themoviedb.org/person/12974
13021,,1963-02-21,"Massapequa, New York, U.S",,287,William Baldwin,https://image.tmdb.org/t/p/w440_and_h660_face/eGCByefnhrz6lU5IIb3OOEwjb7k.jpg,https://themoviedb.org/person/13021
13328,"English actor, far left activist and a prominent member of the Workers' Revolutionary Party, Corin Redgrave was part of the third generation of a theatrical dynasty spanning four generations,  the only son and middle child of Michael Redgrave and Rachel Kempson, and brother of Vanessa and Lynn Redgrave.  He was the father of Jemma Redgrave and was married to Kika Markham from 1985 until his death in 2010...",1939-07-16,"Marylebone, London, England",2010-04-06,714874,Corin Redgrave,https://image.tmdb.org/t/p/w440_and_h660_face/moHo95qvkgkXLnWNO93Qxdnnt2U.jpg,https://themoviedb.org/person/13328
13496,"From Wikipedia, the free encyclopedia. 

Marleen Gorris (born 9 December 1948, Roermond) is a writer-director from the Netherlands.  Gorris is known as an outspoken feminist and supporter of gay and lesbian issues which is reflected in much of her work. 

She wrote and directed the films A Question of Silence (1982), Broken Mirrors (1984), The Last Island (1991), and Antonia's Line (1995 - Oscar winner for Best Foreign Language Film), Mrs...",1948-12-09,"Roermond, Limburg, Netherlands",,331296,Marleen Gorris,https://image.tmdb.org/t/p/w440_and_h660_face/sSVUF5IE4nF4CCLzkwCfRmQz1Ws.jpg,https://themoviedb.org/person/13496
13506,,1944-04-05,"Amsterdam, Noord-Holland, Netherlands",,2168,Willeke van Ammelrooy,https://image.tmdb.org/t/p/w440_and_h660_face/aXwDoxmfLO7aBvJLDADODBhubqU.jpg,https://themoviedb.org/person/13506
13507,,1964-01-16,"Leuven, Flanders, Belgium",,234579,Els Dottermans,,https://themoviedb.org/person/13507
13508,,1927-03-10,"Antwerpen, Flanders, Belgium",2015-11-08,342869,Dora van der Groen,https://image.tmdb.org/t/p/w440_and_h660_face/q5r8a9p3bdbQqRZR5ohHNJw15y1.jpg,https://themoviedb.org/person/13508
13509,,,,,887675,Veerle van Overloop,,https://themoviedb.org/person/13509
13567,"Ann-Margret Olsson (born April 28, 1941) is a Swedish-American actress, singer and dancer whose professional name is Ann-Margret.  She is best known for her roles in Bye Bye Birdie (1963), Viva Las Vegas (1964), The Cincinnati Kid (1965), Carnal Knowledge (1971), and Tommy (1975).  She has won five Golden Globe Awards and been nominated for two Academy Awards, two Grammy Awards, a Screen Actors Guild Award, and six Emmy Awards...",1941-04-28,"Valsjöbyn, Jämtlands län, Sweden",,268,Ann-Margret,https://image.tmdb.org/t/p/w440_and_h660_face/7cq76gMW4Mal5cctMLCK8wilJ6.jpg,https://themoviedb.org/person/13567
13637,"Joan Henrietta Collins, DBE (born 23 May 1933) is an English actress, author, and columnist.  Flamboyant in her personal life, she is perhaps best known in the United States for the role of the equally flamboyant Alexis Colby in the long running television series Dynasty, as well as being a favorite of Star Trek fans for her appearance as Edith Keeler in the Star Trek episode ""The City on the Edge of Forever""...",1933-05-23,"London, England, UK",,1058,Joan Collins,https://image.tmdb.org/t/p/w440_and_h660_face/jmXqOnp2xBDl2EMuU5Rj39uHzUQ.jpg,https://themoviedb.org/person/13637
13680,"From Wikipedia, the free encyclopedia.   

Marc Caro, born April 2, 1956, is a French filmmaker and cartoonist, best known for his co-directing projects with Jean-Pierre Jeunet.  The two of them met at an animation festival in Annecy in 1974.   Together, Jeunet and Caro directed award-winning animations.  Their first live action film was The Bunker of the Last Gunshots (1981), a short film about soldiers in a bleak futuristic world...",1956-04-02,"Paris, France",,1988,Marc Caro,https://image.tmdb.org/t/p/w440_and_h660_face/efDW1xahbkZYBiZRVf8nMS2UfjU.jpg,https://themoviedb.org/person/13680
13689,"Ticky Holgado (24 June 1944, in Toulouse – 22 January 2004, in Paris), pseudonym of Joseph Holgado, was a French actor and a frequent collaborator with Jean-Pierre Jeunet. 

With Delicatessen (1991) by Jean-Pierre Jeunet and Marc Caro, Ticky Holgado saw his acting talent acknowledged.  Gérard Jugnot wrote for him the character of the beggar who meets the frame in the unemployment becoming NFA (played by Jugnot) in Une époque formidable (1990)...",1944-06-24,"Toulouse, Haute-Garonne, Midi-Pyrénées, France",2004-01-22,390458,Ticky Holgado,https://image.tmdb.org/t/p/w440_and_h660_face/cGT3k5bBs4OPwLfildORcK32zw0.jpg,https://themoviedb.org/person/13689
13842,"From Wikipedia, the free encyclopedia.   

Judith Vittet (born December 1984) is a French actress best known for her role as the streetwise orphan ""Miette"" in La Cité des enfants perdus (English: The City of Lost Children) (1995).  She was nominated for a 1996 Saturn Award in the category of Best Performance By a Younger Actor. 

Judith Vittet was picked out of hundreds of young actresses auditioning for the part of Miette (""Crumb"")...",1984-12-01,"Paris, France",,900136,Judith Vittet,https://image.tmdb.org/t/p/w440_and_h660_face/eFCIj6Kb3Tcf5JQwD2ExSxTtWK6.jpg,https://themoviedb.org/person/13842
13843,"From Wikipedia, the free encyclopedia.   

Daniel Emilfork Berenstein (April 7, 1924 – October 17, 2006) was a Chilean stage and film actor. 

Emilfork was born in Providencia, Chile after his Jewish socialist parents from Kiev fled a pogrom in Odessa.  At age 25, he left Chile and settled in France, because, according to his friend Alejandro Jodorowsky, he didn't feel comfortable being a homosexual man in Chile...",1924-04-07,"Providencia, Chile",2006-10-17,256399,Daniel Emilfork,https://image.tmdb.org/t/p/w440_and_h660_face/1EDUHOHQfDUlRwYDsIjyIPQOimx.jpg,https://themoviedb.org/person/13843
14149,"Renato Scarpa (né en 1939 à Milan, en Lombardie) est un acteur italien...",1939-01-01,Milan - Lombardy - Italy,,769237,Renato Scarpa,https://image.tmdb.org/t/p/w440_and_h660_face/wVWEERHioQVxnB4jFeDDZIzdSPX.jpg,https://themoviedb.org/person/14149
14326,"From Wikipedia, the free encyclopedia. 

Patricia Jude Francis ""Patsy"" Kensit (born 4 March 1968) is an English actress, singer and former child star, known for her television and film appearances.  Her films include Lethal Weapon 2 and she has been married to rock stars Jim Kerr and Liam Gallagher, as well as herself fronting the band Eighth Wonder.  In May 2004 she returned to television acting, taking the role of Sadie King in the ITV soap opera Emmerdale...",1968-03-04,"Hounslow, Greater London, England, UK",,475,Patsy Kensit,https://image.tmdb.org/t/p/w440_and_h660_face/fp8059ZLrCiZFgdhcwHTHHe6kBr.jpg,https://themoviedb.org/person/14326
14343,"Rene Marie Russo (born February 17, 1954) is an American film actress and former model...",1954-02-17,"Burbank, California, USA",,623,Rene Russo,https://image.tmdb.org/t/p/w440_and_h660_face/bA6GrFuTk9xWYxGOJCLjjdmdAeW.jpg,https://themoviedb.org/person/14343
14639,"From Wikipedia, the free encyclopedia. 

Melvin Brooks (né Kaminsky, born June 28, 1926) is an American filmmaker, comedian, actor and composer.  He is known as a creator of broad film farces and comic parodies.  Brooks began his career as a comic and a writer for the early TV variety show Your Show of Shows.  He became well known as part of the comedy duo with Carl Reiner in the comedy skit The 2000 Year Old Man...",1926-06-28,"Brooklyn, New York, USA",,316,Mel Brooks,https://image.tmdb.org/t/p/w440_and_h660_face/c21qNcMJlHnRolfhQhZOVacjtwI.jpg,https://themoviedb.org/person/14639
15111,"Van Damme was born Jean-Claude Camille François van Varenberg in Berchem-Sainte-Agathe, Brussels, Belgium, to Eliana and Eugène van Varenberg, an accountant.  “The Muscles from Brussels” started martial arts at the age of eleven.  His father introduced him to martial arts when he saw his son was physically weak.  At the age of 12, van Damme began his martial arts training at Centre National De Karate (National Center of Karate) under the guidance of Master Claude Goetz in Ixelles, Belgium...",1960-10-18,"Sint-Agatha Berchem, Belgium",,241,Jean-Claude Van Damme,https://image.tmdb.org/t/p/w440_and_h660_face/vugNQUOjsNGRO4nDAi3oHCDucI7.jpg,https://themoviedb.org/person/15111
15148,Jon Amiel is an English film director who has since the early 1980s worked in film and television in both the UK and the US...,1948-05-20,"London, England, UK",,750,Jon Amiel,https://image.tmdb.org/t/p/w440_and_h660_face/tZf4VLvFobxizCzDQ6xQdygGT9.jpg,https://themoviedb.org/person/15148
15152,"James Earl Jones (born January 17, 1931) is a multi-award-winning American actor of theater and film, well known for his distinctive bass voice and for his portrayal of characters of substance, gravitas and leadership.  He is known for providing the voice of Darth Vader in the Star Wars franchise and the tagline for CNN.   James Earl Jones was born in Arkabutla, Mississippi, the son of Ruth (née Connolly) and Robert Earl Jones...",1931-01-17,"Arkabutla, Mississippi, USA",,469,James Earl Jones,https://image.tmdb.org/t/p/w440_and_h660_face/oqMPIsXrl9SZkRfIKN08eFROmH6.jpg,https://themoviedb.org/person/15152
15319,"Henry Czerny is a Canadian stage, film and television actor, best known for playing regular character Conrad Grayson in the television series ""Revenge"".  He's a graduate of the National Theatre School in Montreal, Quebec, Canada...",1959-02-08,"Toronto, Ontario, Canada",,1089,Henry Czerny,https://image.tmdb.org/t/p/w440_and_h660_face/zOWZzRmliKf9032IOOq0a3jXhVv.jpg,https://themoviedb.org/person/15319
15798,"Lesli Linka Glatter is an American film and television director and producer.  She began her directing career through American Film Institute's Directing Workshop for Women; her first (short) film ""Tales of Meeting and Parting"" was nominated for an Academy Award in 1984...",1953-01-01,,,322128,Lesli Linka Glatter,https://image.tmdb.org/t/p/w440_and_h660_face/8F13UPsRnXWTDcp8iA3ZXMtfJa3.jpg,https://themoviedb.org/person/15798
15854,"Frank Theodore ""Ted"" Levine (born May 29, 1957) is an American actor.  He is known for his roles as Buffalo Bill in The Silence of the Lambs and Captain Leland Stottlemeyer in the television series Monk...",1957-05-29,"Parma, Ohio, USA",,505971,Ted Levine,https://image.tmdb.org/t/p/w440_and_h660_face/gFm6W1AM3LWKzAI3IypbgLLRyD4.jpg,https://themoviedb.org/person/15854
15887,"From Wikipedia, the free encyclopedia. 

Julia Karin Ormond  (born 4 January 1965 height 5' 7½"" (1,71 m)) is an English actress who has appeared in film and television and on stage...",1965-01-04,Epsom - Surrey - England - UK,,566,Julia Ormond,https://image.tmdb.org/t/p/w440_and_h660_face/u7Oz6nHfMSlXuT34K7Ffp4f2qgP.jpg,https://themoviedb.org/person/15887
16483,"An American actor and filmmaker.  He is well known for his Hollywood action roles, including boxer Rocky Balboa in the Rocky series' eight films from 1976 to 2018; soldier John Rambo from the five Rambo films, released between 1982 and 2019; and Barney Ross in the three The Expendables films from 2010 to 2014.  He wrote or co-wrote most of the 16 films in all three franchises, and directed many of the films...",1946-07-06,"New York City, New York, USA",,230,Sylvester Stallone,https://image.tmdb.org/t/p/w440_and_h660_face/qDRGPAcQoW8Wuig9bvoLpHwf1gU.jpg,https://themoviedb.org/person/16483
16730,"Darrell Roodt (born in 1963) is a South African film director, screenwriter and producer. 

His film Sarafina was screened out of competition at the 1992 Cannes Film Festival...",1962-04-28,"Johannesburg, South Africa",,740213,Darrell James Roodt,https://image.tmdb.org/t/p/w440_and_h660_face/iJ0oqs5Il1B6hEV2A1FLmTYeMXz.jpg,https://themoviedb.org/person/16730
16757,"Sophia Loren, OMRI (born Sofia Villani Scicolone; 20 September 1934) is an Italian actress. 

In 1962, Loren won the Academy Award for Best Actress for her role in Two Women, along with 21 awards, becoming the first actress to win an Academy Award for a non-English-speaking performance.  Loren has won 50 international awards, including an Oscar, seven Golden Globe Awards, a Grammy Award, a BAFTA Award and a Laurel Award...",1934-09-20," Rome, Italy",,47,Sophia Loren,https://image.tmdb.org/t/p/w440_and_h660_face/94Kglg5dsAgOKG76230FFN7m6W3.jpg,https://themoviedb.org/person/16757
16851,"Josh James Brolin is an American film, stage and television actor.  He has won acting awards for his roles in the films W. , No Country for Old Men, Milk and Wall Street: Money Never Sleeps.  He appeared in True Grit, a 2010 western film adaptation of the 1968 novel by Charles Portis. 

Brolin plays two characters in the Marvel Universe.  He portrays Thanos in Guardians of the Galaxy (2014), Avengers: Age of Ultron (2015), Avengers: Infinity War (2018), and Avengers: Endgame (2019)...",1968-02-12,"Santa Monica, Los Angeles, California, USA",,982,Josh Brolin,https://image.tmdb.org/t/p/w440_and_h660_face/sX2etBbIkxRaCsATyw5ZpOVMPTD.jpg,https://themoviedb.org/person/16851
16862,"From Wikipedia, the free encyclopedia. 

Claude Barruck Joseph Lelouch (born 30 October 1937) is a French film director, writer, cinematographer, actor and producer. 

Description above from the Wikipedia article Claude Lelouch, licensed under CC-BY-SA, full list of contributors on Wikipedia...",1937-10-30,"Paris, France",,500988, Claude Lelouch,https://image.tmdb.org/t/p/w440_and_h660_face/d7s7Ifc2JS0Hzm31YAgVtK5vuKc.jpg,https://themoviedb.org/person/16862
16866,"Jennifer Lopez (born July 24, 1969),  also known by her nickname J. Lo, is an American actress, singer, record producer, dancer, television personality, fashion designer and television producer.  Lopez began her career as a dancer on the television comedy program In Living Color.  Subsequently venturing into acting, she gained recognition in the 1995 action-thriller Money Train...",1969-07-24,"The Bronx, New York City, New York, USA",,182,Jennifer Lopez,https://image.tmdb.org/t/p/w440_and_h660_face/vNs45IZmVpBQF8uBdovQcwBHqWV.jpg,https://themoviedb.org/person/16866
16935,"Virginia Elizabeth ""Geena"" Davis (born January 21, 1956)  is an American actress, film producer, writer, former fashion model, and a women's Olympics archery team semi-finalist.  She is known for her roles in The Fly, Beetlejuice, Thelma &amp; Louise, A League of Their Own, and The Accidental Tourist, for which she won the 1988 Academy Award for Best Supporting Actress.  In 2005, she won the Golden Globe Award for Best Actress – Television Series Drama for her role in Commander in Chief...",1956-01-21,"Wareham, Massachusetts, USA",,133,Geena Davis,https://image.tmdb.org/t/p/w440_and_h660_face/bx9ufx5cS7FfHDFFeT71syBh428.jpg,https://themoviedb.org/person/16935
